num_nodes,probability,graph_index,node_1,node_2,weight
10,0.5,5,2,6,0.9177924006147898
10,0.5,5,2,8,0.46227402726055633
10,0.5,5,3,4,0.21222029968588196
10,0.5,5,3,5,0.17015697849585482
10,0.5,5,3,6,0.4688124445181129
10,0.5,5,3,7,0.9121807846859579
10,0.5,5,4,7,0.703438831772012
10,0.5,5,4,9,0.7689095184203312
10,0.5,5,5,7,0.5362540040462757
10,0.5,5,6,7,0.9769977476372633
10,0.5,5,6,9,0.23302005073123527
10,0.5,5,7,8,0.6624971418464529
10,0.5,6,0,1,0.44240205896165785
10,0.5,6,0,6,0.6221283142519575
10,0.5,6,0,7,0.4590715976497616
10,0.5,6,0,8,0.9500121846875628
10,0.5,6,1,4,0.7829367175522666
10,0.5,6,1,8,0.3458366005496423
10,0.5,6,1,9,0.13374680912654674
10,0.5,6,2,4,0.3483877884424459
10,0.5,6,2,6,0.6936599560182056
10,0.5,6,2,7,0.4754664493959916
10,0.5,6,2,8,0.8016580516409646
10,0.5,6,2,9,0.5735133687550948
10,0.5,6,3,4,0.4002707049419133
10,0.5,6,3,7,0.7787111201984264
10,0.5,6,3,8,0.10936963631251012
10,0.5,6,4,8,0.21875375148585974
10,0.5,6,5,6,0.7273997123705366
10,0.5,6,5,7,0.6301699843263201
10,0.5,6,5,9,0.9032835324609495
10,0.5,6,6,7,0.9822736183339527
10,0.5,6,6,9,0.4878756885497141
10,0.5,6,7,8,0.7288083208483404
10,0.5,7,0,4,0.4795129324179669
10,0.5,7,0,5,0.3757435833344267
10,0.5,7,0,7,0.5018439431891198
10,0.5,7,0,9,0.7307482725997861
10,0.5,7,1,4,0.5905954476452033
10,0.5,7,1,5,0.5725938569898592
10,0.5,7,1,7,0.7397307877085852
10,0.5,7,2,4,0.600641311007814
10,0.5,7,2,6,0.41749201652275825
10,0.5,7,2,8,0.7144929104698717
10,0.5,7,3,5,0.4412298670412421
10,0.5,7,3,6,0.827126422837794
10,0.5,7,4,5,0.5097315840261732
10,0.5,7,4,8,0.178003042737715
10,0.5,7,4,9,0.3830285496568059
10,0.5,7,5,8,0.3679562389273181
10,0.5,7,5,9,0.38642867960835825
10,0.5,7,6,7,0.8016937633280254
10,0.5,7,6,8,0.6492868724591604
10,0.5,7,7,8,0.35218648502325467
10,0.5,7,7,9,0.5357001752705456
10,0.5,8,0,1,0.3483145159421823
10,0.5,8,0,3,0.4950035207789062
10,0.5,8,0,5,0.7407133215885656
10,0.5,8,0,6,0.5957663125423289
10,0.5,8,0,7,0.9633750557912861
10,0.5,8,1,2,0.24137175299781521
10,0.5,8,1,3,0.38717243704470305
10,0.5,8,1,9,0.9084890804719238
10,0.5,8,2,7,0.20442317746998867
10,0.5,8,3,6,0.12663498652620794
10,0.5,8,3,7,0.21440359681517285
10,0.5,8,3,9,0.7017389937320536
10,0.5,8,4,6,0.9447829052243845
10,0.5,8,5,7,0.20011681720443703
10,0.5,8,5,9,0.5123746520012193
10,0.5,8,6,8,0.264025600704339
10,0.5,8,7,8,0.48059385170764823
10,0.5,8,7,9,0.9562618134474773
10,0.5,8,8,9,0.1304393801279524
10,0.5,9,0,1,0.5422334291596758
10,0.5,9,0,2,0.788720847861234
10,0.5,9,0,5,0.31444143185746276
10,0.5,9,0,9,0.27152897785497954
10,0.5,9,1,3,0.49788896319036613
10,0.5,9,1,5,0.8604817522543178
10,0.5,9,1,6,0.6322202441996018
10,0.5,9,1,7,0.31128451610861413
10,0.5,9,1,9,0.20406543818257644
10,0.5,9,2,3,0.6567461855858097
10,0.5,9,2,4,0.18564719920782097
10,0.5,9,2,5,0.24958564444193806
10,0.5,9,2,8,0.1948816360122066
10,0.5,9,3,5,0.9388679710116563
10,0.5,9,3,6,0.18627065585036146
10,0.5,9,3,7,0.3190205111803073
10,0.5,9,3,8,0.7841014216766393
10,0.5,9,3,9,0.6630933277788006
10,0.5,9,4,6,0.9520250586467618
10,0.5,9,4,7,0.7665215936462557
10,0.5,9,4,8,0.9349856225047559
10,0.5,9,5,8,0.7442636830196906
10,0.5,9,6,8,0.8488540345113688
10,0.5,9,6,9,0.8036694199106036
10,0.5,9,8,9,0.6192395831841053
10,0.6,0,0,1,0.9005350844932569
10,0.6,0,0,2,0.34211656356819714
10,0.6,0,0,5,0.24782070025543873
10,0.6,0,0,6,0.7272415932151416
10,0.6,0,0,7,0.10213668946864589
10,0.6,0,0,8,0.4045698527015019
10,0.6,0,0,9,0.6519811263513178
10,0.6,0,1,2,0.3273622092293682
10,0.6,0,1,7,0.5947133346607565
10,0.6,0,1,8,0.9990416253173149
10,0.6,0,1,9,0.7376049588700456
10,0.6,0,2,3,0.630361534528075
10,0.6,0,2,5,0.8056418425024613
10,0.6,0,2,6,0.5875004995135146
10,0.6,0,2,8,0.43084731392741693
10,0.6,0,3,4,0.46920872659421486
10,0.6,0,3,6,0.6122955746736274
10,0.6,0,3,7,0.9323845363987712
10,0.6,0,3,9,0.3635876760619027
10,0.6,0,5,6,0.4334229896192271
10,0.6,0,6,7,0.9302975541930475
10,0.6,0,6,8,0.4709937880466254
10,0.6,0,7,8,0.9480460859854913
10,0.6,0,7,9,0.915856548781311
10,0.6,0,8,9,0.7677368132042819
10,0.6,1,0,1,0.5369707043095242
10,0.6,1,0,2,0.4959967727628434
10,0.6,1,0,4,0.3022451405791931
10,0.6,1,0,5,0.9552220019849423
10,0.6,1,0,7,0.9999547337834414
10,0.6,1,0,8,0.8189385295793329
10,0.6,1,0,9,0.97527481384689
10,0.6,1,1,2,0.378281620682559
10,0.6,1,1,4,0.38552624903678423
10,0.6,1,1,7,0.4420690810433491
10,0.6,1,1,8,0.43269348205765257
10,0.6,1,2,4,0.13696765901964675
10,0.6,1,2,5,0.6144318077141476
10,0.6,1,2,7,0.3905993417162743
10,0.6,1,2,8,0.41360340698629405
10,0.6,1,3,5,0.717949217912074
10,0.6,1,3,6,0.5469549298650184
10,0.6,1,3,8,0.5383417959421667
10,0.6,1,3,9,0.5011276809111459
10,0.6,1,4,5,0.96151247802681
10,0.6,1,4,7,0.5368973830543082
10,0.6,1,4,9,0.575460043789777
10,0.6,1,5,6,0.986373960530048
10,0.6,1,5,8,0.7003973634953683
10,0.6,1,5,9,0.4461171345074554
10,0.6,1,6,8,0.9526653620063619
10,0.6,1,6,9,0.14632748104217544
10,0.6,1,8,9,0.8510266220608128
10,0.6,2,0,1,0.6580996142927776
10,0.6,2,0,2,0.4866364147437656
10,0.6,2,0,5,0.10721732670461279
10,0.6,2,0,6,0.7353346667284828
10,0.6,2,0,7,0.5761147459360768
10,0.6,2,0,8,0.15564710046626137
10,0.6,2,0,9,0.604264402949943
10,0.6,2,1,2,0.9290632145477404
10,0.6,2,1,4,0.6111552785266641
10,0.6,2,1,5,0.5081831933423662
10,0.6,2,1,8,0.15792296528919986
10,0.6,2,1,9,0.15334494254696104
10,0.6,2,2,4,0.27141657239717154
10,0.6,2,2,6,0.35255974098276166
10,0.6,2,2,7,0.4039242314172383
10,0.6,2,2,9,0.9177997168386013
10,0.6,2,3,5,0.6764428138795194
10,0.6,2,3,8,0.5095041568929841
10,0.6,2,3,9,0.772020536794441
10,0.6,2,4,6,0.3253958314189613
10,0.6,2,4,9,0.19087848198623247
10,0.6,2,5,6,0.39606877471067803
10,0.6,2,6,8,0.12096691798492944
10,0.6,2,7,8,0.4202848393881359
10,0.6,2,7,9,0.4624912569083972
10,0.6,3,0,1,0.7192421980143296
10,0.6,3,0,2,0.28077636482343016
10,0.6,3,0,3,0.641786775207128
10,0.6,3,0,4,0.6976977546252758
10,0.6,3,0,5,0.3202884607290654
10,0.6,3,0,9,0.7002232589628122
10,0.6,3,1,3,0.20699270839254513
10,0.6,3,1,5,0.5731523002365854
10,0.6,3,1,6,0.20277923145412036
10,0.6,3,1,8,0.3831660494784126
10,0.6,3,1,9,0.24245292537016
10,0.6,3,2,3,0.7735197239681983
10,0.6,3,2,4,0.30826584660978984
10,0.6,3,2,5,0.32331634373127205
10,0.6,3,2,7,0.33220808537850194
10,0.6,3,2,8,0.22449777248533725
10,0.6,3,2,9,0.7622955812716614
10,0.6,3,3,4,0.9252245458715919
10,0.6,3,3,5,0.21081801959240848
10,0.6,3,3,6,0.5149459373296119
10,0.6,3,4,5,0.2222677119846413
10,0.6,3,5,6,0.4988710721395969
10,0.6,3,5,8,0.60519084231415
10,0.6,3,5,9,0.32862622588369395
10,0.6,3,6,7,0.43889930318660686
10,0.6,3,6,8,0.4419211195119743
10,0.6,3,6,9,0.9883120940428892
10,0.6,3,7,9,0.768069283316176
10,0.6,3,8,9,0.8022264173245507
10,0.6,4,0,2,0.6629295114867976
10,0.6,4,0,3,0.8225613186024789
10,0.6,4,0,4,0.5102026221519844
10,0.6,4,0,5,0.8046751984135314
10,0.6,4,0,6,0.773208331434972
10,0.6,4,0,7,0.42501508536671473
10,0.6,4,0,9,0.6513598633555323
10,0.6,4,1,5,0.3160696448047948
10,0.6,4,1,7,0.3813771140288199
10,0.6,4,1,9,0.5228661145907652
10,0.6,4,2,4,0.6315557429215176
10,0.6,4,2,5,0.7285638250040215
10,0.6,4,2,8,0.218943507039436
10,0.6,4,2,9,0.9998835102953176
10,0.6,4,3,4,0.8106895778583293
10,0.6,4,3,5,0.7042826381399394
10,0.6,4,3,8,0.5410802753500996
10,0.6,4,3,9,0.12291437319456269
10,0.6,4,4,5,0.1698221863494978
10,0.6,4,4,7,0.8074606409854963
10,0.6,4,4,8,0.7483982679374782
10,0.6,4,5,6,0.9956512978034512
10,0.6,4,5,7,0.4175981787439986
10,0.6,4,8,9,0.5113624801146461
10,0.6,5,0,1,0.38620878805528835
10,0.6,5,0,3,0.280685002567305
10,0.6,5,0,5,0.29110780044755846
10,0.6,5,0,6,0.3194236208088703
10,0.6,5,0,7,0.7732104474135327
10,0.6,5,0,8,0.5531973902451989
10,0.6,5,0,9,0.8523019796652379
10,0.6,5,1,4,0.5315247139813796
10,0.6,5,1,5,0.8804463717089799
10,0.6,5,1,6,0.6725324278006424
10,0.6,5,1,7,0.14598719196945495
10,0.6,5,1,8,0.31167657312760083
10,0.6,5,2,3,0.25832897271034194
10,0.6,5,2,5,0.13687567967454553
10,0.6,5,2,8,0.5668688604073869
10,0.6,5,2,9,0.624768838868853
10,0.6,5,3,4,0.5324146740418589
10,0.6,5,3,6,0.396428643807759
10,0.6,5,3,7,0.11273556976911729
10,0.6,5,3,9,0.7445431631190259
10,0.6,5,4,5,0.9437494320583524
10,0.6,5,4,6,0.47275973504956603
10,0.6,5,4,7,0.5258438377604895
10,0.6,5,4,8,0.790631190179866
10,0.6,5,4,9,0.12123241627289916
10,0.6,5,5,6,0.16610126947749052
10,0.6,5,5,9,0.45073821602661224
10,0.6,5,6,8,0.9366055467966017
10,0.6,5,7,9,0.16874038867801347
10,0.6,5,8,9,0.834629696091655
10,0.6,6,0,1,0.6519957894480031
10,0.6,6,0,2,0.6585410160689587
10,0.6,6,0,5,0.20870660031954402
10,0.6,6,0,6,0.6270868185539287
10,0.6,6,0,7,0.901384417360814
10,0.6,6,0,8,0.26262215656769244
10,0.6,6,1,7,0.3912730826291385
10,0.6,6,1,9,0.7028032428581649
10,0.6,6,2,3,0.9873056307856478
10,0.6,6,2,5,0.8065340942005501
10,0.6,6,2,6,0.9436915025077275
10,0.6,6,2,7,0.22084100049964583
10,0.6,6,2,9,0.7091951240683207
10,0.6,6,3,5,0.6680907401656451
10,0.6,6,3,6,0.5116529676363455
10,0.6,6,3,7,0.6444539068019974
10,0.6,6,3,9,0.10635380013860174
10,0.6,6,4,5,0.2128702889960517
10,0.6,6,4,6,0.7434889683365263
10,0.6,6,4,8,0.1909574574644211
10,0.6,6,5,6,0.5701347300264104
10,0.6,6,6,8,0.6644247558269942
10,0.6,6,7,8,0.6809570849886205
10,0.6,6,8,9,0.8080104138846628
10,0.6,7,0,1,0.32287512786901773
10,0.6,7,0,5,0.9021390752128121
10,0.6,7,0,7,0.9655123086927918
10,0.6,7,0,8,0.5845731993085812
10,0.6,7,1,2,0.6291922046301545
10,0.6,7,1,3,0.44873849167534896
10,0.6,7,1,4,0.8314486917807682
10,0.6,7,1,5,0.45620563580621165
10,0.6,7,1,7,0.8302775193166635
10,0.6,7,1,8,0.5245552393062062
10,0.6,7,1,9,0.7912849381819366
10,0.6,7,2,3,0.3060787728315662
10,0.6,7,2,4,0.3363816891770386
10,0.6,7,2,5,0.24114895633577432
10,0.6,7,2,6,0.7617009019483402
10,0.6,7,2,8,0.3792416241389577
10,0.6,7,3,9,0.8665035344574691
10,0.6,7,4,6,0.9968863926695472
10,0.6,7,4,8,0.34272301088906426
10,0.6,7,5,6,0.2549306598435257
10,0.6,7,5,7,0.5704448862793562
10,0.6,7,7,9,0.1682377766357725
10,0.6,7,8,9,0.39417511259365445
10,0.6,8,0,1,0.24117063045830175
10,0.6,8,0,4,0.4993075363920182
10,0.6,8,0,6,0.6006564104974379
10,0.6,8,0,7,0.698910929856672
10,0.6,8,0,8,0.15131792850029713
10,0.6,8,0,9,0.2922777795365986
10,0.6,8,1,2,0.40703421545092433
10,0.6,8,1,3,0.6966368063034583
10,0.6,8,1,6,0.32773138093721366
10,0.6,8,1,7,0.7452048711932127
10,0.6,8,2,3,0.2702169393135121
10,0.6,8,2,4,0.9615456845412299
10,0.6,8,2,5,0.8204613793704576
10,0.6,8,2,7,0.5943134524407117
10,0.6,8,2,8,0.4372927408459092
10,0.6,8,2,9,0.7538377169860238
10,0.6,8,3,4,0.4990034772928815
10,0.6,8,3,5,0.6317346279100347
10,0.6,8,3,8,0.9915505000593441
10,0.6,8,4,6,0.35107797991354917
10,0.6,8,4,7,0.14129127344339926
10,0.6,8,5,6,0.8775355866464555
10,0.6,8,5,7,0.7153202764366856
10,0.6,8,5,8,0.4678913951960455
10,0.6,8,6,7,0.366204421687887
10,0.6,8,6,8,0.794545899308243
10,0.6,8,6,9,0.3759726134079727
10,0.6,8,7,8,0.6991496569214523
10,0.6,8,7,9,0.7140141972350649
10,0.6,8,8,9,0.859239911403434
10,0.6,9,0,1,0.72470060821747
10,0.6,9,0,2,0.915290762031498
10,0.6,9,0,3,0.43463506085644554
10,0.6,9,0,4,0.86884782512709
10,0.6,9,0,5,0.5253130708959758
10,0.6,9,0,7,0.4184075919535626
10,0.6,9,0,8,0.26490247063308336
10,0.6,9,0,9,0.5711700465169394
10,0.6,9,1,3,0.7589451993748608
10,0.6,9,1,4,0.5937553641443991
10,0.6,9,1,5,0.24358063772215147
10,0.6,9,1,6,0.24971305564882423
10,0.6,9,1,8,0.9934491638611183
10,0.6,9,2,3,0.8640087399327209
10,0.6,9,2,5,0.5702592568221745
10,0.6,9,2,7,0.46719914985392264
10,0.6,9,3,4,0.3806822612059534
10,0.6,9,3,5,0.4056269399984703
10,0.6,9,3,7,0.3365195707719011
10,0.6,9,3,8,0.21565552392117154
10,0.6,9,3,9,0.2578047891537489
10,0.6,9,4,5,0.9423066843775039
10,0.6,9,4,6,0.9257559783614938
10,0.6,9,4,7,0.17662813325947618
10,0.6,9,4,8,0.12336458193902256
10,0.6,9,4,9,0.6170813163479048
10,0.6,9,5,7,0.8987154487973822
10,0.6,9,5,8,0.466151221713641
10,0.6,9,6,7,0.296221590466608
10,0.6,9,7,8,0.20680880100416338
10,0.6,9,7,9,0.2439306376644541
10,0.7,0,0,3,0.48781193191208316
10,0.7,0,0,4,0.5429510037580234
10,0.7,0,0,5,0.2256072178827306
10,0.7,0,0,6,0.9953725719799461
10,0.7,0,0,7,0.4682657159615883
10,0.7,0,0,8,0.3879779686005387
10,0.7,0,0,9,0.34990446196075586
10,0.7,0,1,2,0.9028199640806118
10,0.7,0,1,3,0.3594776632642621
10,0.7,0,1,4,0.5693890600886677
10,0.7,0,1,5,0.12653967089429172
10,0.7,0,1,6,0.5937454280919477
10,0.7,0,1,7,0.46764638440370754
10,0.7,0,1,9,0.3515481755326304
10,0.7,0,2,5,0.5427711927754376
10,0.7,0,2,8,0.43349132559058723
10,0.7,0,2,9,0.8352576040776286
10,0.7,0,3,5,0.971508351328326
10,0.7,0,3,7,0.6111753179277775
10,0.7,0,3,8,0.14462697456511991
10,0.7,0,4,7,0.33031508196738585
10,0.7,0,4,8,0.624320177369849
10,0.7,0,4,9,0.9964684428028895
10,0.7,0,5,8,0.5234181842319972
10,0.7,0,5,9,0.9858553383318143
10,0.7,0,6,7,0.13970054078614408
10,0.7,0,6,9,0.10948365319679243
10,0.7,0,7,8,0.8365738947429684
10,0.7,0,7,9,0.10225493303322697
10,0.7,1,0,1,0.3169807228835889
10,0.7,1,0,3,0.800078066756505
10,0.7,1,0,4,0.10199647065931322
10,0.7,1,0,5,0.951610374082396
10,0.7,1,0,6,0.2600213660111433
10,0.7,1,0,7,0.8149431698505593
10,0.7,1,0,8,0.10147306626128642
10,0.7,1,0,9,0.357249761254268
10,0.7,1,1,2,0.5730651197659237
10,0.7,1,1,4,0.19055232952313766
10,0.7,1,1,5,0.6720979945725455
10,0.7,1,1,6,0.41164710632935897
10,0.7,1,1,7,0.899711282110119
10,0.7,1,1,8,0.3825136695377559
10,0.7,1,1,9,0.9199640645941177
10,0.7,1,2,3,0.9144522919118049
10,0.7,1,2,4,0.648246072488679
10,0.7,1,2,5,0.21960287750345875
10,0.7,1,2,6,0.2509986457030042
10,0.7,1,2,7,0.7386863769128479
10,0.7,1,2,8,0.8023822881354787
10,0.7,1,2,9,0.5235464036499774
10,0.7,1,3,4,0.6750448891963745
10,0.7,1,3,6,0.7125487335701798
10,0.7,1,3,8,0.7389473848699972
10,0.7,1,4,6,0.37456095382637256
10,0.7,1,4,7,0.1349734207764502
10,0.7,1,4,9,0.3249174596529496
10,0.7,1,5,6,0.8225398688596772
10,0.7,1,5,8,0.8404750683573505
10,0.7,1,5,9,0.5737041733591509
10,0.7,1,6,7,0.3894555679047147
10,0.7,1,6,8,0.7977448685871187
10,0.7,1,6,9,0.1413094853324397
10,0.7,1,7,9,0.6969436204196172
10,0.7,1,8,9,0.4171701999722478
10,0.7,2,0,1,0.17689570489093387
10,0.7,2,0,5,0.14679679559109354
10,0.7,2,0,6,0.5936390447714311
10,0.7,2,0,7,0.43448097312904455
10,0.7,2,0,8,0.955499241685322
10,0.7,2,0,9,0.9463427663665207
10,0.7,2,1,2,0.1189786258959535
10,0.7,2,1,3,0.616077398222018
10,0.7,2,1,5,0.4486235859930906
10,0.7,2,1,6,0.7379256237885805
10,0.7,2,1,7,0.7608940501105407
10,0.7,2,1,8,0.16640432141566774
10,0.7,2,1,9,0.3772772235120224
10,0.7,2,2,3,0.1285869659250453
10,0.7,2,2,4,0.8256427700453098
10,0.7,2,2,5,0.5598897553607983
10,0.7,2,2,6,0.4209624846469081
10,0.7,2,2,8,0.20695555867181886
10,0.7,2,2,9,0.8903381288750803
10,0.7,2,3,5,0.2094128231884193
10,0.7,2,3,6,0.6745312178761339
10,0.7,2,3,8,0.7663029494626175
10,0.7,2,3,9,0.3330843507275757
10,0.7,2,4,5,0.5181028967585175
10,0.7,2,4,6,0.9646149493710663
10,0.7,2,4,7,0.7667499548615616
10,0.7,2,4,8,0.1256476562271161
10,0.7,2,4,9,0.14180818662245312
10,0.7,2,5,6,0.22790988604268897
10,0.7,2,5,7,0.44024494873510833
10,0.7,2,5,8,0.4998741808279359
10,0.7,2,5,9,0.4790513750956996
10,0.7,2,6,7,0.21541483916378557
10,0.7,2,6,8,0.7558505338038456
10,0.7,2,6,9,0.550024074111796
10,0.7,2,7,8,0.7291066625597394
10,0.7,2,7,9,0.8292130574212405
10,0.7,3,0,1,0.8372733770534047
10,0.7,3,0,2,0.7683115825889588
10,0.7,3,0,3,0.11709015849631563
10,0.7,3,0,4,0.2732260407427479
10,0.7,3,0,5,0.5290894004032796
10,0.7,3,0,7,0.23946597913190676
10,0.7,3,0,8,0.6479871243049813
10,0.7,3,0,9,0.8468131293966481
10,0.7,3,1,2,0.4346108849211813
10,0.7,3,1,3,0.3975562282719024
10,0.7,3,1,6,0.4276601238632378
10,0.7,3,1,9,0.789982116410023
10,0.7,3,2,3,0.5717250827625684
10,0.7,3,2,4,0.5146495428096489
10,0.7,3,2,6,0.18938824673233495
10,0.7,3,2,7,0.8929956957960756
10,0.7,3,2,9,0.6438945940359088
10,0.7,3,3,4,0.847036845240473
10,0.7,3,3,5,0.2601376129806507
10,0.7,3,3,6,0.6411529699401811
10,0.7,3,3,9,0.3385593087454839
10,0.7,3,4,5,0.28436719546641176
10,0.7,3,4,6,0.6023229789162483
10,0.7,3,4,7,0.18533603324337805
10,0.7,3,4,8,0.6479077076402204
10,0.7,3,4,9,0.8459959143927875
10,0.7,3,5,6,0.94890158969193
10,0.7,3,5,7,0.18328545834735172
10,0.7,3,5,8,0.5553437951378174
10,0.7,3,6,7,0.16169729318596954
10,0.7,3,6,8,0.17766683583847945
10,0.7,3,6,9,0.4688990213083093
10,0.7,3,7,9,0.11430959490282872
10,0.7,4,0,2,0.839588672540059
10,0.7,4,0,3,0.7228221712819581
10,0.7,4,0,5,0.10300700437670123
10,0.7,4,0,6,0.6985341188561809
10,0.7,4,0,7,0.9335665880126202
10,0.7,4,1,3,0.7506042128621442
10,0.7,4,1,5,0.2689662025692421
10,0.7,4,1,7,0.10048195841875772
10,0.7,4,1,8,0.18091901134038446
10,0.7,4,1,9,0.4773246575714163
10,0.7,4,2,3,0.6814681342155872
10,0.7,4,2,4,0.4014835314659555
10,0.7,4,2,5,0.5559921723438966
10,0.7,4,2,6,0.6038897429298145
10,0.7,4,2,9,0.5320574153070989
10,0.7,4,3,4,0.11618369950738992
10,0.7,4,3,6,0.41917706478995653
10,0.7,4,3,8,0.997560757344136
10,0.7,4,3,9,0.1951340124080897
10,0.7,4,4,5,0.46063120573210103
10,0.7,4,4,7,0.5147570129106028
10,0.7,4,5,6,0.8112114962790021
10,0.7,4,5,8,0.9387929379161739
10,0.7,4,6,7,0.9054523497911567
10,0.7,4,6,8,0.3192184796697306
10,0.7,4,6,9,0.18833665694051777
10,0.7,4,7,9,0.49992086273744984
